时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/8/3 3:00,7146,1.1158,1.0622,27.9327,13.3247
2024/8/3 4:00,7146,0.8438,2.4752,30.3733,10.5031
2024/8/3 5:00,7146,1.0928,2.5345,26.9271,10.2490
2024/8/3 6:00,7146,0.5662,1.3886,29.9161,10.5570
2024/8/3 7:00,7146,1.1922,2.2815,29.6177,12.4818
2024/8/3 8:00,7146,1.5410,3.1192,22.5092,16.5625
2024/8/3 9:00,7146,1.8786,3.8493,32.8483,13.1951
2024/8/3 10:00,7146,2.3271,3.3918,25.1198,14.3465
2024/8/3 11:00,7146,0.4841,1.2668,18.1318,10.5596
2024/8/3 12:00,7146,1.5295,3.4634,33.1905,14.8496
2024/8/3 13:00,7146,1.9626,2.2018,34.1433,15.2377
2024/8/3 14:00,7146,1.0400,3.0498,34.9146,13.1901
2024/8/3 15:00,7146,1.1295,2.8058,24.7892,11.1188
2024/8/3 16:00,7146,0.7218,1.7426,21.4802,10.4765
2024/8/3 17:00,7146,0.7354,1.7305,18.7345,11.4607
2024/8/3 18:00,7146,0.6406,1.5438,14.7020,10.2000
2024/8/3 19:00,7146,0.5821,1.0800,12.6594,9.6182
2024/8/3 20:00,7146,0.4334,1.3106,11.6434,10.1040
2024/8/3 21:00,7146,0.7913,2.0413,22.7694,11.1827
2024/8/3 22:00,7146,1.4209,2.9361,24.4333,12.7692
2024/8/3 23:00,7146,1.3571,2.4642,22.8758,12.9444
2024/8/18 0:00,7146,0.9117,1.7588,24.0056,9.4902
2024/8/18 1:00,7146,2.0770,4.9393,42.2716,16.0253
2024/8/18 2:00,7146,1.5228,3.7115,35.4004,15.3474
2024/8/18 3:00,7146,1.3431,1.4248,35.5717,16.1460
2024/8/18 4:00,7146,1.2170,3.6068,36.0053,11.8932
2024/8/18 5:00,7146,1.6791,4.0233,34.2735,11.4047
2024/8/18 6:00,7146,0.7538,2.0945,35.3824,10.7878
2024/8/18 7:00,7146,2.0736,3.0559,42.5824,15.3889
2024/8/18 8:00,7146,2.3396,4.9626,27.4391,18.6163
2024/8/18 9:00,7146,2.3481,4.2040,40.2940,14.8459
2024/8/18 10:00,7146,2.5507,4.3911,30.6588,13.3913
2024/8/18 11:00,7146,0.4763,0.9280,19.5417,10.0196
2024/8/18 12:00,7146,1.8962,4.9856,38.7355,14.7934
2024/8/18 13:00,7146,2.8420,3.3091,41.4058,16.9071
2024/8/18 14:00,7146,1.4500,4.5013,39.2981,14.5788
2024/8/18 15:00,7146,1.2279,2.6241,30.6171,11.0634
2024/8/18 16:00,7146,0.6939,1.1965,21.1851,10.9711
2024/8/18 17:00,7146,0.7442,1.7007,19.0770,11.5745
2024/8/18 18:00,7146,0.5923,1.4234,14.9721,10.2489
2024/8/18 19:00,7146,0.7145,1.2145,13.4285,10.1563
2024/8/18 20:00,7146,0.6769,1.6908,13.9170,10.9452
2024/8/18 21:00,7146,1.0601,2.6854,30.6440,12.2027
2024/8/18 22:00,7146,2.0758,4.1638,36.8061,14.3631
2024/8/18 23:00,7146,1.7832,3.4860,38.2816,15.2402
2024/8/3 0:00,7147,0.0000,0.0725,0.0000,5.4608
2024/8/3 1:00,7147,0.3416,0.6062,0.0342,8.1400
2024/8/3 2:00,7147,0.2280,0.3962,4.8087,7.5320
2024/8/3 3:00,7147,0.0000,1.1973,0.0000,7.7582
2024/8/3 4:00,7147,0.0000,0.0000,0.0000,6.7007
2024/8/3 5:00,7147,0.8781,0.2243,5.1110,7.3050
2024/8/3 6:00,7147,0.2651,0.6456,4.9042,6.6984
2024/8/3 7:00,7147,0.0000,1.5847,8.9495,8.1715
2024/8/3 8:00,7147,0.0000,0.4760,1.5146,6.6766
2024/8/3 9:00,7147,0.0120,0.3016,0.0000,5.5728
2024/8/3 10:00,7147,0.0000,0.2329,0.0916,9.7948
2024/8/3 11:00,7147,0.0261,0.0689,3.7889,7.9782
2024/8/3 12:00,7147,0.0000,0.0000,0.0000,6.0826
2024/8/3 13:00,7147,0.1399,0.1234,7.5023,5.9626
2024/8/3 14:00,7147,0.0000,0.0000,6.7656,8.9666
2024/8/3 15:00,7147,0.1673,0.0000,1.7987,8.8045
2024/8/3 16:00,7147,0.0000,0.0000,2.7530,7.0334
2024/8/3 17:00,7147,0.0000,0.0000,3.3021,6.6831
2024/8/3 18:00,7147,0.0000,0.0000,1.6488,7.5508
2024/8/3 19:00,7147,0.0281,0.0414,3.3419,7.1683
2024/8/3 20:00,7147,0.0000,0.2254,3.2803,7.3067
2024/8/3 21:00,7147,0.1420,0.0662,2.7523,7.5772
2024/8/3 22:00,7147,0.2291,0.0000,4.3465,8.0481
2024/8/3 23:00,7147,0.4238,0.4664,5.6010,8.4677
2024/8/18 0:00,7147,0.0235,0.1724,0.0000,5.9594
2024/8/18 1:00,7147,0.3616,0.7294,2.3834,8.7666
2024/8/18 2:00,7147,0.4376,0.4474,7.1527,8.7855
2024/8/18 3:00,7147,0.2098,1.1826,0.0000,8.6644
2024/8/18 4:00,7147,0.0000,0.0000,0.5919,7.1247
2024/8/18 5:00,7147,0.7335,0.1438,4.6737,7.8997
2024/8/18 6:00,7147,0.2470,0.7819,6.3058,7.1238
2024/8/18 7:00,7147,0.0000,1.3022,8.2779,8.6897
2024/8/18 8:00,7147,0.0000,0.7383,3.3779,7.0714
2024/8/18 9:00,7147,0.1765,0.3612,0.0000,5.9144
2024/8/18 10:00,7147,0.0000,0.0504,0.0000,9.9762
2024/8/18 11:00,7147,0.1048,0.0245,3.2702,7.8224
2024/8/18 12:00,7147,0.0000,0.0000,0.0000,6.2159
2024/8/18 13:00,7147,0.3016,0.0000,5.7985,6.0952
2024/8/18 14:00,7147,0.0351,0.0000,4.2731,8.8078
2024/8/18 15:00,7147,0.1490,0.0000,2.5546,8.6143
2024/8/18 16:00,7147,0.0000,0.0000,4.4446,7.3517
2024/8/18 17:00,7147,0.0000,0.0000,2.8643,6.7943
2024/8/18 18:00,7147,0.0000,0.0000,1.8951,7.8166
2024/8/18 19:00,7147,0.0646,0.0285,3.5488,7.5695
2024/8/18 20:00,7147,0.0000,0.2523,3.3015,7.4101
2024/8/18 21:00,7147,0.2458,0.2771,3.0136,7.8369
2024/8/18 22:00,7147,0.3217,0.2634,5.3681,8.3661
2024/8/18 23:00,7147,0.5384,0.8658,8.3792,8.9636
2024/8/3 0:00,7153,1.9707,3.9746,46.3949,15.3130
2024/8/3 1:00,7153,1.3864,3.9303,31.1410,15.2191
2024/8/3 2:00,7153,0.2966,2.3824,32.5494,8.0943
2024/8/3 3:00,7153,1.0106,0.0000,14.6931,11.1609
2024/8/3 4:00,7153,0.4106,2.6793,25.3080,9.0188
2024/8/3 5:00,7153,0.6834,1.7596,22.0925,8.4201
2024/8/3 6:00,7153,0.0412,0.8938,24.6545,10.0261
2024/8/3 7:00,7153,0.7412,1.8185,22.9406,7.8179
2024/8/3 8:00,7153,0.9613,1.9680,9.4492,19.7899
2024/8/3 9:00,7153,2.2482,5.7026,33.1462,12.8349
2024/8/3 10:00,7153,2.3376,3.5614,26.1063,15.5482
2024/8/3 11:00,7153,1.3511,3.8215,35.1633,16.2723
2024/8/3 12:00,7153,1.7561,3.7067,53.9326,16.9362
2024/8/3 13:00,7153,2.8302,2.6420,52.9359,19.8279
2024/8/3 14:00,7153,1.8695,5.4047,59.6817,17.7606
2024/8/3 15:00,7153,2.4570,6.4340,45.3173,16.0211
2024/8/3 16:00,7153,1.9553,5.2008,43.7088,13.9888
2024/8/3 17:00,7153,1.7913,4.5997,32.7736,16.4543
2024/8/3 18:00,7153,1.7309,4.4813,29.3319,14.1641
2024/8/3 19:00,7153,1.2815,3.2711,26.2141,12.6858
2024/8/3 20:00,7153,1.0163,2.8760,20.9769,12.7809
2024/8/3 21:00,7153,1.3503,4.2032,37.2102,14.2057
2024/8/3 22:00,7153,1.9807,4.6272,27.6664,15.7835
2024/8/3 23:00,7153,1.7631,2.8540,13.4388,12.3957
2024/8/18 0:00,7153,1.9571,3.4687,49.6165,14.9021
2024/8/18 1:00,7153,3.0747,6.2113,47.9190,20.0111
2024/8/18 2:00,7153,1.3930,4.5049,45.5176,14.2884
2024/8/18 3:00,7153,1.9891,0.3606,32.9926,16.0144
2024/8/18 4:00,7153,1.3877,4.4018,41.4313,13.6103
2024/8/18 5:00,7153,1.8400,4.1131,34.4661,11.4704
2024/8/18 6:00,7153,0.9354,2.2040,36.4812,13.0078
2024/8/18 7:00,7153,2.3131,2.4959,40.9204,14.4649
2024/8/18 8:00,7153,1.9163,3.2106,21.7889,23.9732
2024/8/18 9:00,7153,2.4998,5.7843,47.8298,15.9678
2024/8/18 10:00,7153,3.0434,4.8692,41.4789,17.0959
2024/8/18 11:00,7153,1.0379,3.0261,35.0083,15.8661
2024/8/18 12:00,7153,2.1198,5.8253,65.4416,19.1946
2024/8/18 13:00,7153,3.4735,3.5538,61.7441,22.9796
2024/8/18 14:00,7153,1.7291,6.0307,72.2552,20.6844
2024/8/18 15:00,7153,2.4410,6.3454,48.9410,15.5539
2024/8/18 16:00,7153,1.6944,4.5973,41.8964,14.2013
2024/8/18 17:00,7153,1.6382,4.0040,33.9660,16.5438
2024/8/18 18:00,7153,1.6697,4.3283,30.4030,14.4406
2024/8/18 19:00,7153,1.3320,3.2677,27.1776,13.1579
2024/8/18 20:00,7153,1.2811,3.2350,26.1265,13.9148
2024/8/18 21:00,7153,1.7802,5.2275,47.6513,16.7951
2024/8/18 22:00,7153,2.9938,6.1797,44.3105,19.9809
2024/8/18 23:00,7153,2.6747,5.0390,32.9462,17.8238
2024/8/3 0:00,7155,3.9366,8.0722,87.6172,23.0387
2024/8/3 1:00,7155,4.5771,10.0129,113.0475,31.3158
2024/8/3 2:00,7155,4.9557,8.9807,111.2286,28.5585
2024/8/3 3:00,7155,3.9697,6.2905,80.7788,33.4559
2024/8/3 4:00,7155,3.4452,8.7532,95.6074,25.5980
2024/8/3 5:00,7155,3.2974,10.1071,88.0572,25.0700
2024/8/3 6:00,7155,2.9216,7.8326,87.1508,27.1938
2024/8/3 7:00,7155,4.1825,10.4730,105.0293,30.3351
2024/8/3 8:00,7155,4.1660,9.0959,76.6872,35.7772
2024/8/3 9:00,7155,6.3866,10.9272,100.5871,32.8112
2024/8/3 10:00,7155,6.1564,11.3503,87.4539,37.4968
2024/8/3 11:00,7155,2.0094,5.3005,64.7161,22.0423
2024/8/3 12:00,7155,4.0939,13.8497,112.0366,38.4814
2024/8/3 13:00,7155,7.2768,11.4520,117.1124,38.7875
2024/8/3 14:00,7155,5.7080,12.3967,116.8856,36.1921
2024/8/3 15:00,7155,5.3969,11.2823,101.7495,32.6578
2024/8/3 16:00,7155,2.9935,6.4145,77.2053,24.4637
2024/8/3 17:00,7155,2.4034,6.3479,45.8048,23.9599
2024/8/3 18:00,7155,2.5501,5.1632,40.3044,22.2145
2024/8/3 19:00,7155,2.2871,4.5495,33.1320,17.4780
2024/8/3 20:00,7155,1.9597,4.9493,38.7428,21.3886
2024/8/3 21:00,7155,3.0132,6.9604,72.8157,26.0246
2024/8/3 22:00,7155,5.0077,8.0147,82.4381,29.7311
2024/8/3 23:00,7155,4.1040,8.1825,81.7245,31.5408
2024/8/18 0:00,7155,4.0453,8.1204,91.0429,23.4386
2024/8/18 1:00,7155,4.8791,10.7813,110.4225,31.9060
2024/8/18 2:00,7155,5.0473,9.9166,105.4874,28.6929
2024/8/18 3:00,7155,4.2687,6.9042,79.9187,31.0179
2024/8/18 4:00,7155,3.0356,10.0551,100.0712,26.8943
2024/8/18 5:00,7155,3.3979,10.3749,70.9178,26.8653
2024/8/18 6:00,7155,3.1015,8.7147,77.6209,28.4929
2024/8/18 7:00,7155,4.1593,10.7019,99.9563,30.7601
2024/8/18 8:00,7155,4.4538,9.8053,71.5561,38.4813
2024/8/18 9:00,7155,7.0331,12.9399,108.8499,35.6864
2024/8/18 10:00,7155,7.7051,14.8833,108.3920,42.7265
2024/8/18 11:00,7155,1.1230,3.8358,50.7966,18.2438
2024/8/18 12:00,7155,5.8765,16.8215,135.4258,45.0095
2024/8/18 13:00,7155,8.4113,14.0600,128.8230,45.6700
2024/8/18 14:00,7155,6.3026,14.8636,129.8788,41.1118
2024/8/18 15:00,7155,6.0219,13.7105,100.8726,35.3331
2024/8/18 16:00,7155,2.2759,5.7581,57.8297,21.2611
2024/8/18 17:00,7155,1.8897,5.2083,32.8490,20.9982
2024/8/18 18:00,7155,2.3064,4.9044,30.6788,19.0564
2024/8/18 19:00,7155,2.1451,4.4320,30.8207,16.8877
2024/8/18 20:00,7155,2.3499,5.7003,43.5995,22.3878
2024/8/18 21:00,7155,3.3721,8.3022,76.8950,28.6235
2024/8/18 22:00,7155,5.3616,9.2938,82.9945,30.9087
2024/8/18 23:00,7155,4.0650,8.5990,69.8192,31.9706
2024/8/3 0:00,7161,0.1018,0.4049,3.7553,6.5049
2024/8/3 1:00,7161,0.2541,0.6830,3.7237,8.3725
2024/8/3 2:00,7161,0.3808,0.1906,6.5171,7.8651
2024/8/3 3:00,7161,0.2221,1.0911,0.5057,8.1631
2024/8/3 4:00,7161,0.0000,0.2115,5.4444,7.3065
2024/8/3 5:00,7161,0.7290,0.2462,4.9627,8.3287
2024/8/3 6:00,7161,0.0672,0.4904,8.4163,7.0514
2024/8/3 7:00,7161,0.0000,1.2544,8.8994,8.1498
2024/8/3 8:00,7161,0.0000,0.7376,4.4656,7.6622
2024/8/3 9:00,7161,0.3324,0.8141,3.0799,6.5209
2024/8/3 10:00,7161,0.0000,0.3626,2.4055,9.9053
2024/8/3 11:00,7161,0.1520,0.2289,5.4827,8.1342
2024/8/3 12:00,7161,0.1671,0.0000,4.9137,6.0969
2024/8/3 13:00,7161,0.2503,0.3551,6.2675,7.7358
2024/8/3 14:00,7161,0.1849,0.1738,8.9344,8.8489
2024/8/3 15:00,7161,0.2830,0.2359,6.2624,9.1267
2024/8/3 16:00,7161,0.1657,0.2019,7.0378,7.7618
2024/8/3 17:00,7161,0.0000,0.0945,6.5641,7.5204
2024/8/3 18:00,7161,0.0072,0.0185,3.7043,7.9724
2024/8/3 19:00,7161,0.0733,0.1900,4.9297,7.7389
2024/8/3 20:00,7161,0.0000,0.2451,3.9955,7.3133
2024/8/3 21:00,7161,0.1408,0.1926,3.3246,7.4110
2024/8/3 22:00,7161,0.1887,0.2083,5.0207,7.7894
2024/8/3 23:00,7161,0.4477,0.3549,5.8265,7.9941
2024/8/18 0:00,7161,0.1873,0.4614,2.3932,6.5648
2024/8/18 1:00,7161,0.4901,1.1330,2.3926,9.1578
2024/8/18 2:00,7161,0.5431,0.8798,9.9700,9.0503
2024/8/18 3:00,7161,0.2651,1.9451,1.8447,8.4721
2024/8/18 4:00,7161,0.0000,0.3124,5.1154,7.3279
2024/8/18 5:00,7161,1.1239,0.6521,5.9216,8.9008
2024/8/18 6:00,7161,0.2828,0.9483,8.3094,7.3457
2024/8/18 7:00,7161,0.0000,1.8757,10.1815,9.1175
2024/8/18 8:00,7161,0.0000,0.9795,6.1646,7.8866
2024/8/18 9:00,7161,0.4134,1.0783,1.9421,6.5220
2024/8/18 10:00,7161,0.0000,0.6289,3.1626,11.5914
2024/8/18 11:00,7161,0.2354,0.3641,4.9406,8.7009
2024/8/18 12:00,7161,0.0000,0.0000,3.2418,6.6060
2024/8/18 13:00,7161,0.2737,0.4601,8.2630,7.5520
2024/8/18 14:00,7161,0.1565,0.2666,8.6724,9.5669
2024/8/18 15:00,7161,0.3246,0.3050,5.0129,9.6019
2024/8/18 16:00,7161,0.1829,0.3487,6.8193,7.8716
2024/8/18 17:00,7161,0.0000,0.0513,5.3869,7.4395
2024/8/18 18:00,7161,0.0000,0.0853,3.1919,8.1076
2024/8/18 19:00,7161,0.0547,0.1935,4.5199,7.7506
2024/8/18 20:00,7161,0.0000,0.3219,3.7537,7.3725
2024/8/18 21:00,7161,0.2247,0.3219,2.6480,7.7126
2024/8/18 22:00,7161,0.3586,0.6487,5.1010,8.1183
2024/8/18 23:00,7161,0.6233,0.9292,7.8677,9.4164
2024/8/3 0:00,7204,1.5229,2.2756,42.9985,14.6001
2024/8/3 1:00,7204,3.2322,5.6197,42.5268,19.8572
2024/8/3 2:00,7204,1.6261,4.8837,45.0168,14.6790
2024/8/3 3:00,7204,2.8169,1.6006,34.4609,17.4815
2024/8/3 4:00,7204,2.2162,4.6578,44.1871,15.4522
2024/8/3 5:00,7204,2.1418,4.2036,34.5491,12.8138
2024/8/3 6:00,7204,1.7000,2.5872,35.1077,14.9079
2024/8/3 7:00,7204,2.3503,3.0293,35.8290,15.2219
2024/8/3 8:00,7204,1.5697,1.8659,23.5714,24.4267
2024/8/3 9:00,7204,2.4570,5.7178,43.8492,15.0787
2024/8/3 10:00,7204,3.1393,3.6191,32.9218,18.6614
2024/8/3 11:00,7204,0.7059,2.6552,29.2762,16.0726
2024/8/3 12:00,7204,1.2784,4.5290,55.2513,19.7140
2024/8/3 13:00,7204,2.3582,1.2999,50.5021,20.8328
2024/8/3 14:00,7204,0.7493,3.6654,62.4573,19.6114
2024/8/3 15:00,7204,2.0141,5.1047,35.1182,13.4165
2024/8/3 16:00,7204,1.5097,4.3585,40.3494,15.3837
2024/8/3 17:00,7204,1.5363,3.7914,31.4044,16.7258
2024/8/3 18:00,7204,1.6958,4.4459,29.8978,14.7824
2024/8/3 19:00,7204,1.2045,2.9086,24.3163,12.7203
2024/8/3 20:00,7204,0.9764,2.7531,22.7788,13.5144
2024/8/3 21:00,7204,1.7126,4.4684,41.5529,17.2141
2024/8/3 22:00,7204,2.7690,5.5298,40.2444,21.1920
2024/8/3 23:00,7204,2.7753,5.5325,27.9149,19.2678
2024/8/18 0:00,7204,1.7939,3.4406,53.8194,15.8381
2024/8/18 1:00,7204,3.8471,7.1647,49.2465,24.0321
2024/8/18 2:00,7204,1.9174,6.4960,51.1682,18.7654
2024/8/18 3:00,7204,3.1900,3.3846,51.2489,20.6262
2024/8/18 4:00,7204,2.3008,6.2084,52.9456,19.4131
2024/8/18 5:00,7204,2.3240,5.9563,35.5318,17.3091
2024/8/18 6:00,7204,2.2135,4.2581,36.1696,19.5070
2024/8/18 7:00,7204,3.1984,4.6836,49.6508,20.2575
2024/8/18 8:00,7204,2.4056,4.3507,31.5907,28.6850
2024/8/18 9:00,7204,3.1523,7.8376,58.9737,22.5669
2024/8/18 10:00,7204,3.5377,7.0348,57.5822,23.6994
2024/8/18 11:00,7204,0.7243,3.1616,32.8928,16.5334
2024/8/18 12:00,7204,2.4199,7.6513,82.2086,25.4304
2024/8/18 13:00,7204,3.5928,4.2046,70.2508,27.4389
2024/8/18 14:00,7204,1.5480,6.7540,75.4303,25.9360
2024/8/18 15:00,7204,2.6575,6.5195,50.4735,17.8435
2024/8/18 16:00,7204,1.5756,4.7072,38.5291,16.5068
2024/8/18 17:00,7204,1.5798,4.0843,31.7387,16.8706
2024/8/18 18:00,7204,1.8687,4.9860,31.9465,15.3212
2024/8/18 19:00,7204,1.3541,3.3737,26.5701,14.0560
2024/8/18 20:00,7204,1.4099,3.3711,27.3020,14.9997
2024/8/18 21:00,7204,2.0511,5.5856,47.4684,18.5425
2024/8/18 22:00,7204,3.2266,6.2668,47.6269,23.2369
2024/8/18 23:00,7204,2.8723,6.0239,34.8876,21.3787
2024/8/3 0:00,7213,0.0000,0.5138,0.0000,5.9627
2024/8/3 1:00,7213,0.1847,0.2930,0.1363,8.3482
2024/8/3 2:00,7213,0.0000,0.0000,3.7446,7.1869
2024/8/3 3:00,7213,0.0000,0.9521,0.0000,6.7637
2024/8/3 4:00,7213,0.0000,0.0000,0.3696,6.7728
2024/8/3 5:00,7213,0.7656,0.0000,2.4875,8.1124
2024/8/3 6:00,7213,0.1618,0.2684,4.0239,6.9398
2024/8/3 7:00,7213,0.0000,1.4652,5.8940,7.0243
2024/8/3 8:00,7213,0.0000,0.4156,1.2203,6.7385
2024/8/3 9:00,7213,0.1443,0.6387,0.0000,5.7966
2024/8/3 10:00,7213,0.0000,0.0088,0.1070,9.9786
2024/8/3 11:00,7213,0.1540,0.0000,2.4988,8.1866
2024/8/3 12:00,7213,0.1777,0.0000,1.5904,5.9457
2024/8/3 13:00,7213,0.0000,0.2946,6.3473,6.8373
2024/8/3 14:00,7213,0.1043,0.0000,4.8834,8.7381
2024/8/3 15:00,7213,0.2575,0.0000,2.5194,9.0841
2024/8/3 16:00,7213,0.1057,0.0000,4.0864,7.6643
2024/8/3 17:00,7213,0.0000,0.0000,1.9635,6.9664
2024/8/3 18:00,7213,0.0000,0.0000,2.2057,7.5305
2024/8/3 19:00,7213,0.0241,0.1771,4.0597,7.4360
2024/8/3 20:00,7213,0.0000,0.2061,3.7021,7.3727
2024/8/3 21:00,7213,0.1296,0.0045,1.9381,7.5517
2024/8/3 22:00,7213,0.0869,0.1639,3.1731,7.5000
2024/8/3 23:00,7213,0.4227,0.3397,3.9491,8.0802
2024/8/18 0:00,7213,0.0000,0.5865,0.0000,5.6859
2024/8/18 1:00,7213,0.3698,0.9565,0.7757,11.3482
2024/8/18 2:00,7213,0.0103,0.5617,8.0115,6.4855
2024/8/18 3:00,7213,0.1524,1.1939,0.0000,8.1045
2024/8/18 4:00,7213,0.0000,0.0000,4.0243,6.8621
2024/8/18 5:00,7213,1.2326,0.2391,7.4413,8.3643
2024/8/18 6:00,7213,0.2490,0.4845,5.1920,6.7688
2024/8/18 7:00,7213,0.0000,2.3168,8.8547,7.0019
2024/8/18 8:00,7213,0.0000,0.9691,6.1231,6.1911
2024/8/18 9:00,7213,0.2046,0.9292,0.0000,5.8614
2024/8/18 10:00,7213,0.0000,0.2515,0.0000,9.6959
2024/8/18 11:00,7213,0.1531,0.1373,0.0000,8.2833
2024/8/18 12:00,7213,0.1500,0.0000,1.7670,6.2706
2024/8/18 13:00,7213,0.0392,0.2812,2.9799,5.7137
2024/8/18 14:00,7213,0.3992,0.0000,4.3066,8.6742
2024/8/18 15:00,7213,0.1426,0.0000,4.1726,9.6989
2024/8/18 16:00,7213,0.0785,0.1332,5.4903,7.3501
2024/8/18 17:00,7213,0.0000,0.0000,0.0000,6.1234
2024/8/18 18:00,7213,0.0000,0.0000,2.5130,7.8411
2024/8/18 19:00,7213,0.0503,0.2434,2.6673,7.5682
2024/8/18 20:00,7213,0.0000,0.2353,3.4997,7.1874
2024/8/18 21:00,7213,0.2423,0.3273,1.8386,7.6291
2024/8/18 22:00,7213,0.5553,0.9153,6.4697,8.5201
2024/8/18 23:00,7213,0.6379,0.5072,11.3944,8.8098
2024/8/3 0:00,7268,0.4325,0.7877,7.8270,8.3066
2024/8/3 1:00,7268,0.7713,1.3600,11.8086,9.6958
2024/8/3 2:00,7268,1.0936,0.9829,14.0653,10.9775
2024/8/3 3:00,7268,1.0213,2.4200,7.5037,10.0938
2024/8/3 4:00,7268,0.5265,0.6741,14.0796,8.9804
2024/8/3 5:00,7268,0.9429,0.7454,13.4478,9.5557
2024/8/3 6:00,7268,0.5889,1.5181,16.4475,9.5881
2024/8/3 7:00,7268,0.0740,1.3755,12.9626,10.8508
2024/8/3 8:00,7268,0.2306,2.1407,15.5937,9.5338
2024/8/3 9:00,7268,1.0663,1.5782,10.6482,7.8652
2024/8/3 10:00,7268,0.6515,1.3802,3.6050,12.7315
2024/8/3 11:00,7268,0.2087,0.6491,7.8811,8.2137
2024/8/3 12:00,7268,0.6166,0.7456,7.5588,9.4162
2024/8/3 13:00,7268,1.2580,0.8300,10.9199,9.5098
2024/8/3 14:00,7268,0.8245,0.5260,10.3415,11.3127
2024/8/3 15:00,7268,0.5435,1.6398,12.3145,10.3179
2024/8/3 16:00,7268,0.1604,0.7889,8.9966,8.1143
2024/8/3 17:00,7268,0.1135,0.3965,9.7798,7.7985
2024/8/3 18:00,7268,0.1025,0.1829,4.9072,8.4150
2024/8/3 19:00,7268,0.2199,0.2085,5.4482,8.0789
2024/8/3 20:00,7268,0.0000,0.4824,4.4932,7.6539
2024/8/3 21:00,7268,0.4401,0.7859,6.4516,8.2561
2024/8/3 22:00,7268,0.4567,0.8426,11.1645,9.9160
2024/8/3 23:00,7268,0.8954,1.4603,13.3768,10.0291
2024/8/18 0:00,7268,0.3831,0.9295,0.4257,6.2159
2024/8/18 1:00,7268,1.0324,1.8707,13.1956,10.6332
2024/8/18 2:00,7268,1.0203,1.1954,17.8575,11.9720
2024/8/18 3:00,7268,0.5995,2.4638,4.3636,10.3941
2024/8/18 4:00,7268,0.2454,0.5860,11.3175,8.2181
2024/8/18 5:00,7268,1.2857,1.1942,12.5447,9.6957
2024/8/18 6:00,7268,0.3705,1.5231,14.0236,8.5741
2024/8/18 7:00,7268,0.0666,2.1476,18.2639,11.3745
2024/8/18 8:00,7268,0.0729,2.1916,12.3788,9.1406
2024/8/18 9:00,7268,0.6698,0.6042,7.6184,7.0546
2024/8/18 10:00,7268,0.0000,0.7851,2.0886,11.7901
2024/8/18 11:00,7268,0.2270,0.2208,4.3625,8.2013
2024/8/18 12:00,7268,0.0923,0.8716,2.4700,7.4792
2024/8/18 13:00,7268,1.0504,0.8464,7.1130,8.4154
2024/8/18 14:00,7268,0.7227,0.5638,7.3791,10.2581
2024/8/18 15:00,7268,0.3654,0.5318,10.4886,10.0444
2024/8/18 16:00,7268,0.0000,0.0126,8.3858,7.7867
2024/8/18 17:00,7268,0.0000,0.0000,4.1652,7.1144
2024/8/18 18:00,7268,0.0000,0.0000,2.6988,8.1822
2024/8/18 19:00,7268,0.1850,0.1403,4.1168,7.9930
2024/8/18 20:00,7268,0.0000,0.4813,4.4851,7.8525
2024/8/18 21:00,7268,0.4305,0.6768,6.3391,8.4176
2024/8/18 22:00,7268,0.6395,1.1791,12.5645,9.7938
2024/8/18 23:00,7268,1.0141,1.7582,21.0411,11.0314
2024/8/3 0:00,7270,0.0000,0.3857,0.0000,5.4901
2024/8/3 1:00,7270,0.1901,0.2777,0.0000,7.8711
2024/8/3 2:00,7270,0.0000,0.2734,2.0487,6.7108
2024/8/3 3:00,7270,0.0000,1.2012,0.0000,6.4818
2024/8/3 4:00,7270,0.0000,0.0000,0.0000,6.5195
2024/8/3 5:00,7270,0.7995,0.0745,2.2622,7.7242
2024/8/3 6:00,7270,0.2258,0.3955,2.1360,6.5442
2024/8/3 7:00,7270,0.0000,1.6495,6.2720,7.3440
2024/8/3 8:00,7270,0.0000,0.3279,0.7411,6.3382
2024/8/3 9:00,7270,0.0536,0.5038,0.0000,6.1022
2024/8/3 10:00,7270,0.0000,0.3939,1.0874,9.6075
2024/8/3 11:00,7270,0.0317,0.0584,2.6047,7.8580
2024/8/3 12:00,7270,0.0131,0.0000,2.2251,6.2233
2024/8/3 13:00,7270,0.0000,0.3630,6.4302,6.7350
2024/8/3 14:00,7270,0.0067,0.2356,4.9166,8.9187
2024/8/3 15:00,7270,0.1938,0.0000,2.6185,9.3250
2024/8/3 16:00,7270,0.0786,0.0000,3.2905,7.4640
2024/8/3 17:00,7270,0.0000,0.0000,2.6057,6.5966
2024/8/3 18:00,7270,0.0000,0.0000,2.5145,7.4438
2024/8/3 19:00,7270,0.0314,0.1182,3.7078,7.3150
2024/8/3 20:00,7270,0.0000,0.2472,3.6142,7.3026
2024/8/3 21:00,7270,0.1284,0.0000,2.4210,7.4545
2024/8/3 22:00,7270,0.1003,0.0000,3.1603,7.4228
2024/8/3 23:00,7270,0.3357,0.1708,3.9379,7.7181
2024/8/18 0:00,7270,0.0519,0.3971,0.0000,6.0968
2024/8/18 1:00,7270,0.4686,0.8841,0.0000,10.0231
2024/8/18 2:00,7270,0.1316,0.7405,8.5273,7.9568
2024/8/18 3:00,7270,0.1010,1.4591,0.0000,7.7487
2024/8/18 4:00,7270,0.0000,0.0000,2.1408,6.9444
